x(m),y(m),z(m),Bx(T),By(T),Bz(T)
0.0,0.0,3.62,-2.168404344971009e-19,-0.16357627929604618,-0.004165546253761751
0.09310344827586207,0.0,3.62,0.00045031272332535406,-0.1505768065414896,3.0357660829594124e-18
0.18620689655172415,0.0,3.62,0.0004503127233253517,-0.14853475174015757,3.469446951953614e-18
0.2793103448275862,0.0,3.62,0.00045031272332535146,-0.1452404467520887,3.903127820947816e-18
0.3724137931034483,0.0,3.62,0.0004503127233253521,-0.14084826005963247,3.469446951953614e-18
0.4655172413793104,0.0,3.62,0.00045031272332535276,-0.1355557708953001,4.336808689942018e-18
0.5586206896551724,0.0,3.62,0.0004503127233253519,-0.12958628605672345,1.3010426069826053e-18
0.6517241379310346,0.0,3.62,0.0004503127233253508,-0.12316928025824089,1.0842021724855044e-18
0.7448275862068966,0.0,3.62,0.00045031272332535016,-0.11652185350352694,3.0357660829594124e-18
0.8379310344827586,0.0,3.62,0.0004503127233253517,-0.10983419116161688,1.951563910473908e-18
0.9310344827586208,0.0,3.62,0.0013707560223712577,-0.10158019713289032,6.505213034913027e-19
1.024137931034483,0.0,3.62,0.001370756022371258,-0.09523731493217757,1.951563910473908e-18
1.1172413793103448,0.0,3.62,0.001370756022371258,-0.0892047402070274,1.4094628242311558e-18
1.210344827586207,0.0,3.62,0.0013707560223712575,-0.08353104886632307,3.2526065174565133e-19
1.3034482758620691,0.0,3.62,0.001370756022371257,-0.07823989044621855,-1.0842021724855044e-19
1.396551724137931,0.0,3.62,0.001370756022371257,-0.07333631508513266,7.589415207398531e-19
1.4896551724137932,0.0,3.62,0.0013707560223712584,-0.06881235045848709,-1.0842021724855044e-19
1.5827586206896553,0.0,3.62,0.001370756022371259,-0.0646515239657665,7.589415207398531e-19
1.6758620689655173,0.0,3.62,0.0013707560223712582,-0.06083230923605408,2.710505431213761e-19
1.7689655172413794,0.0,3.62,0.001370756022371258,-0.057330623632408054,5.421010862427522e-19
1.8620689655172415,0.0,3.62,0.001576342411661019,-0.04708693488475224,5.421010862427522e-20
1.9551724137931035,0.0,3.62,0.0015763424116610194,-0.04414589399340006,2.710505431213761e-19
2.048275862068966,0.0,3.62,0.0015763424116610196,-0.041449312884394664,2.710505431213761e-19
2.1413793103448278,0.0,3.62,0.0015763424116610187,-0.03897506508816847,1.8973538018496328e-19
2.2344827586206897,0.0,3.62,0.0015763424116610187,-0.03670266606606328,2.710505431213761e-20
2.327586206896552,0.0,3.62,0.0015763424116610192,-0.034613338848163776,3.5236570605778894e-19
2.420689655172414,0.0,3.62,0.0015763424116610192,-0.032689992137159146,2.439454888092385e-19
2.513793103448276,0.0,3.62,0.0015763424116610185,-0.03091714541089316,4.336808689942018e-19
2.6068965517241383,0.0,3.62,0.0015763424116610187,-0.029280824463947967,5.421010862427522e-20
2.7,0.0,3.62,2.168404344971009e-19,-0.025705435354768266,8.131516293641283e-20
0.0,0.0,3.710909090909091,-2.168404344971009e-19,-0.19584881149890862,-0.015680465192283496
0.09310344827586207,0.0,3.710909090909091,0.00045031272332535146,-0.1778691081151136,1.3010426069826053e-18
0.18620689655172415,0.0,3.710909090909091,0.0004503127233253517,-0.17508374111137293,1.734723475976807e-18
0.2793103448275862,0.0,3.710909090909091,0.0004503127233253521,-0.17060268956349944,-1.734723475976807e-18
0.3724137931034483,0.0,3.710909090909091,0.0004503127233253517,-0.16465493122400793,2.6020852139652106e-18
0.4655172413793104,0.0,3.710909090909091,0.0004503127233253508,-0.1575339888367824,4.336808689942018e-18
0.5586206896551724,0.0,3.710909090909091,0.00045031272332535124,-0.1495703039192743,8.673617379884035e-19
0.6517241379310346,0.0,3.710909090909091,0.00045031272332535276,-0.14109926398268507,2.6020852139652106e-18
0.7448275862068966,0.0,3.710909090909091,0.0004503127233253497,-0.13243089592724944,2.168404344971009e-18
0.8379310344827586,0.0,3.710909090909091,0.0008975721090654087,-0.1256189062467458,-0.003084043069012274
0.9310344827586208,0.0,3.710909090909091,-0.0029242740507197116,-0.11594803529277496,-0.004292719910488252
1.024137931034483,0.0,3.710909090909091,0.0013707560223712556,-0.1058809095072501,1.5178830414797062e-18
1.1172413793103448,0.0,3.710909090909091,0.0013707560223712603,-0.0984470486241388,1.0842021724855044e-18
1.210344827586207,0.0,3.710909090909091,0.0013707560223712573,-0.0915509882372574,1.1926223897340549e-18
1.3034482758620691,0.0,3.710909090909091,0.0013707560223712573,-0.08520300315131502,8.673617379884035e-19
1.396551724137931,0.0,3.710909090909091,0.001370756022371257,-0.07939097776084901,7.589415207398531e-19
1.4896551724137932,0.0,3.710909090909091,0.0013707560223712575,-0.07408867211863371,3.2526065174565133e-19
1.5827586206896553,0.0,3.710909090909091,0.001370756022371258,-0.06926190207447536,4.336808689942018e-19
1.6758620689655173,0.0,3.710909090909091,0.001370756022371258,-0.06487288124619206,2.710505431213761e-19
